Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click	Representation
ũɪ̯̃	vowel	-	+,-	-	-	-	+	+	0	+	-	-	+	-	+,-	+	-	-	0	0	0	+	+	-	-,+	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ũː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.03424153166421208
ũˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-,+	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ŭ	vowel	-	+	+	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.002577319587628866
ŭ̃	vowel	-	+	+	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ü	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	0	0	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
üː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	0	0	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
u̘	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	+	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	+	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
u̜	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	0	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
u̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	0	-	-	+	-	-	-	0	0	-	-	0	0.005522827687776142
u̞ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	0	-	-	+	-	-	-	0	0	-	-	0	0.0014727540500736377
u̞ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	0	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̟	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	0	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̠	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	-	+	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̠u	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	-	+	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ṳ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0	0.008836524300441826
ṳa	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+,-	+	-	-	+	-	+,-	-	0	0	-	-	0	0.0003681885125184094
ṳa̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+,-	+	-	-	+	-	+	-	0	0	-	-	0	0.0003681885125184094
ṳi̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	+,-	+	-	-	+	-	+	-	0	0	-	-	0	0.0003681885125184094
ṳə̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-	+,-	+,-	-	-	+	-	+	-	0	0	-	-	0	0.0003681885125184094
ṳː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0	0.0022091310751104565
ṳˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0	0.0011045655375552283
ṳ̃ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0	0.0003681885125184094
u̥	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	-	-	-	-	0	0	-	-	0	0.001840942562592047
u̯	vowel	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.005154639175257732
u̯a	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+,-	+	-	-	+	-	-	-	0	0	-	-	0	0.0029455081001472753
u̯ai	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-,+,-	-,-,+	+,-,-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯ai̯	vowel	-	-,+,-	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-,+,-	-,-,+	+,-,-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯aː	vowel	-	-,+	-	-,+	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+,-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯ã	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-,+	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+,-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯e	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0	0.0014727540500736377
u̯ei̯	vowel	-	-,+,-	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-	-,+,+	+,-,-	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
u̯eu̯	vowel	-	-,+,-	-	-	-	+	+	0	+	-	-	-	-	+,-,+	+	-	-	0	0	0	+	+,-,+	-	-,+,-	+,-,+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯i	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0	0.0014727540500736377
u̯o	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0022091310751104565
u̯oː	vowel	-	-,+	-	-,+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯õ	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-,+	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
u̯õː	vowel	-	-,+	-	-,+	-	+	+	0	+	-	-	-,+	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯æi	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-,+,-	-,+,+	+,-,-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯ɑ	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯ɔ	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
u̯ɔː	vowel	-	-,+	-	-,+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯ɔ̃	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-,+	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯ə	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
u̯ə̃	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-,+	-	+,-	+	-	-	0	0	0	+	+,-	-	-	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯ɛ	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-,+	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
u̯ɛi	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-	-,+,+	+,-,-	+,-,+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯ɛi̯	vowel	-	-,+,-	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-	-,+,+	+,-,-	+,-,+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u̯ɛ̃	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-,+	-	+,-	+	-	-	0	0	0	+	+,-	-	-,+	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ũ̯	vowel	-	-	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ṵ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0	0.007731958762886598
ṵː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0	0.0003681885125184094
ṵ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0	0.0014727540500736377
u̽i	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
u͓	vowel	-	+	-	-	-	+	+	+	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
uᴱ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	+	-	-	0	0	-	-	0	0.0003681885125184094
v	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.26325478645066275
vɾ	consonant	-	-	-	-	+	-,+	+	+	-,+	-,+	-	-	-	+,-	-	+	-,+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
vʱ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
vʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.008468335787923416
vʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-,+	+,-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0033136966126656848
vː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.004050073637702504
vˠ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
vˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ṽ	consonant	-	-	-	-	+	-	+	+	-	-	-	+	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
v̤	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0014727540500736377
v̥	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
v̩	consonant	-	+	-	-	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
v̼	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-	+	+	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
w	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	-	-	-	-	-	0.8457290132547864
wʱ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
wʲ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-,+	+,-	+	-	-	+	-	-	-	-	-	-	-	-	0.003681885125184094
wʼ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	-	-	-	+	-	-	+	-	-	0.0003681885125184094
wˀ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+	-	-	-	-	-	0.002577319587628866
wː	consonant	-	-	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	-	-	-	-	-	0.013622974963181149
w˞	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	+	+	+	+	+	+	-	-	+	+	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
wˤ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
w̃	consonant	-	-	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	-	-	-	-	-	0.0066273932253313695
ẅ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
w̜	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	0	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
w̜ʲ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	0	-	-	0	0	0	+	+	-	-,+	+,-	+	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
w̞	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
w̤	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	-	-	-	-	-	0.0022091310751104565
w̥	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	-	-	-	-	-	-	-	-	-	0.0011045655375552283
w̰	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+	-	-	-	-	-	0.011045655375552283
x	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.18409425625920472
xh	consonant	-	-	-	-	+,-	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+,-	+	-	-	-	0	-	-	-	-	-,+	-	-	-	-	-	-	0.0003681885125184094
xk	consonant	-	-	-	-	+	-	+,-	+,-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
xʀ̥	consonant	-	-	-	-	+	-,+	+	+	-,+	-	-,+	-	-	-	0	0	-	0	0	0	+	+,-	-	-	-,+	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
xʰ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-	0.001840942562592047
xʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.004418262150220913
xʲː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
xʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.026509572901325478
xʷʼ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	-	0.0003681885125184094
xʷː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0011045655375552283
xʼ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	-	0.0011045655375552283
xː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0066273932253313695
x̟ʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
x̠	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	-	+	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0007363770250368188
x̥	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
x͈	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	+	-	-	-	-	0.0003681885125184094
x͈ʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	+	-	-	-	-	0.0003681885125184094
x͈ː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	+	-	-	-	-	0.0003681885125184094
x͉	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	+	-	-	-	0.0003681885125184094
y	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.05817378497790869
ya	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	+,-	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
ye	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0014727540500736377
yi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
yia	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,+,-	-,-,+	+,+,-	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
yĩ	vowel	-	+	-	-	-	+	+	0	+	-	-	-,+	-	+,-	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
yi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
yo	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
yu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
yu̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
yæ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
yø	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
yø̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
yœ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
yœː	vowel	-	+	-	-,+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
yə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	+,-	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0014727540500736377
yə̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	+,-	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
yɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
yɜ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	+,-	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
yʌ̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	+,-	-,+	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
yʼ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	-	-	-	+	0	0	+	-	0	0.0003681885125184094
yː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.020618556701030927
yːə	vowel	-	+	-	+,-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	+,-	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
yˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ỹ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0033136966126656848
ỹœ	vowel	-	+	-	-	-	+	+	0	+	-	-	+,-	-	+	+	-	-	0	0	0	+	+,-	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ỹœː	vowel	-	+	-	-,+	-	+	+	0	+	-	-	+,-	-	+	+	-	-	0	0	0	+	+,-	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ỹː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0022091310751104565
y̆	vowel	-	+	+	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
y̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
y̠	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	-	+	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
y̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	+	-	0	0	-	-	0	0.0011045655375552283
y̯ø	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
y̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0	0.0003681885125184094
y̰ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0	0.0003681885125184094
z	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.28902798232695137
zɾ	consonant	-	-	-	-	+	-,+	+	+	-,+	-,+	-	-	-	-	0	0	+	+	-	+,-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
