Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click	Representation
ʉu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	-,+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʉœ̠	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	-	+	0	+	+,-	-	-,+	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʉə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʉɞ̠	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	-	+	0	+	+,-	-	-	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʉː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0062592047128129605
ʉ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0014727540500736377
ʉ̃ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ʉ̆	vowel	-	+	+	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʉ̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ʉ̟	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	0	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ʉ̟ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	0	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʉ̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	-	+	-	-	+	-	-	+	0	0	-	-	0	0.0003681885125184094
ʊ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.1406480117820324
ʊa	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+,-	-	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
ʊe	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-,+	+,-	-,+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	+,-	-,+	-	-	+	-	-	-	0	0	-	-	0	0.001840942562592047
ʊu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-,+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ʊɔ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-	+,-	-	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ʊɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	+,-	-	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
ʊː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.030927835051546393
ʊˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-,+	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ʊˤː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-,+	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.03166421207658321
ʊ̃ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.001840942562592047
ʊ̆	vowel	-	+	+	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ʊ̈	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	0	-	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
ʊ̈i	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	-	-,+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊ̈ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	0	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊ̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	+	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ʊ̙ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	+	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ʊ̜	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	0	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
ʊ̜̈	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	0	-	-	0	0	0	+	+	-	-	0	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊ̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	0	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊ̞̈	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	0	-	-	0	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊ̟	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	0	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	+	-	0	0	-	-	0	0.0011045655375552283
ʊ̤ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	+	-	0	0	-	-	0	0.0003681885125184094
ʊ̯	vowel	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
ʊ̯aɪ̯	vowel	-	-,+,-	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-,+,-	-,-,+	+,-,-	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊ̯ɐ̃	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-,+	-	+	+	-	-	0	0	0	+	+,-	-,+	-	+,-	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊ̯ɔ	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʊ̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	+	0	0	-	-	0	0.0003681885125184094
ʊ̽	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	0	-	-	0	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʋ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.022091310751104567
ʋʲ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	-	+	-	0	0	0	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʋː	consonant	-	-	-	+	-	+	+	0	+	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
ʋ̩	consonant	-	+	-	-	-	+	+	0	+	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʌ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.04639175257731959
ʌi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	-,+	+,-	-,+	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
ʌi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	-,+	+,-	-,+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʌu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	-	-	+	-,+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ʌy	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	-	-,+	+,-	-,+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʌə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+,-	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʌɯ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	-	+	-,+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʌː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.006995581737849779
ʌˤː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-,+	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʌ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.008468335787923416
ʌ̃ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
ʌ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	+	-	0	0	-	-	0	0.0014727540500736377
ʌ̤ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	+	-	0	0	-	-	0	0.0007363770250368188
ʌ̯	vowel	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʍ	consonant	-	-	-	-	-	-	+	+	-	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	-	-	+	-	-	-	-	-	-	0.013991163475699559
ʍw	consonant	-	-	-	-	-	-,+	+	+	-,+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	-,+	-	+,-	-	-	-	-	-	-	0.0003681885125184094
ʍʲ	consonant	-	-	-	-	-	-	+	+	-	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-,+	+,-	+	-	-	-	-	+	-	-	-	-	-	-	0.0003681885125184094
ʎ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.04491899852724595
ʎʱ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
ʎʼ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	+	-	-	+	-	-	0.0003681885125184094
ʎː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
ʎ̟	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0033136966126656848
ʎ̟̥	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
ʎ̥	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
ʎ̻	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʎ̻̟	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʏ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0	0.007363770250368188
ʏi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	+	-	-,+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʏː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0	0.001840942562592047
ʏ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʏ̃ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ʐ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.030191458026509573
ʐʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	-	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʐʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	-	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʐ̰	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	-	+	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.0003681885125184094
ʐ̻	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʐ͇	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0029455081001472753
ʑ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.02466863033873343
ʑː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʑ̟	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʑᶣ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	+	+	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʒ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.15022091310751104
ʒʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.001840942562592047
ʒʲː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʒʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.004418262150220913
ʒˀ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.0003681885125184094
ʒː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.005154639175257732
ʒˠ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
ʒˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
ʒˤː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʒ̊	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0007363770250368188
ʒ̤	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
ʒ̩	consonant	-	+	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʒ̺	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
ʒ͇	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ʒ͈ː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	+	-	-	-	-	0.0003681885125184094
ʓ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0011045655375552283
ʓʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
ʔ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	+	-	-	-	-	-	0.38144329896907214
ʔj	consonant	-	-	-	-	+,-	-,+	-,+	-	-,+	-	-	-	-	-	0	0	-	0	0	0	-,+	+	-	+	-	+	-	-	-,+	-	-	+,-	-	-	-	-	-	0.0003681885125184094
ʔw	consonant	-	-	-	-	+,-	-,+	-,+	-	-,+	-	-	-	-	-,+	+	-	-	0	0	0	-,+	+	-	-	+	+	-	-	-,+	-	-	+,-	-	-	-	-	-	0.0003681885125184094
ʔŋǀ	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	-,+	+	+	-	-,+	+	-	-	-	0	-	-	-,+	-	-	+,-	-	-	-	-	-,+	0.0003681885125184094
ʔŋǁ	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-,+	-	0	0	-,+	+	-	-	-,+	+	-	-	-	0	-	-	-,+	-	-	+,-	-	-	-	-	-,+	0.0003681885125184094
ʔŋǂ	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	-,+	-	+	-	-,+	+	-	-	-	0	-	-	-,+	-	-	+,-	-	-	-	-	-,+	0.0003681885125184094
ʔŋǃ	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	-,+	+	-	-	-,+	+	-	-	-	0	-	-	-,+	-	-	+,-	-	-	-	-	-,+	0.0003681885125184094
ʔŋʘ	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-,+	-	-	-	0	0	0	-,+	+	-	-	-	0	-	-	-,+	-	-	+,-	-	-	-	-	-,+	0.0003681885125184094
