Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click
d̠ʒ̤	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
d̪	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
d̪ː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
d̪̤	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
jː	consonant	-	-	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	-	-	-	-	-
kː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
lː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
n̪	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
pː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
rː	consonant	-	-	-	+	+	+	+	0	+	-	+	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
r̠	consonant	-	-	-	-	+	+	+	0	+	-	+	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
s̪	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
s̪ː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̠ʃː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̪	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̪ʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
t̪ː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
wː	consonant	-	-	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	-	-	-	-	-
ɖː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɖ̤	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
ɡ̤	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	+	-	-	-	-	-	-
ɳ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ʈː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ã	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	0	-	-	0
ẽ̞	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	-	+	-	0	-	-	+	-	-	-	0	0	-	-	0
ẽ̞ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	-	+	-	0	-	-	+	-	-	-	0	0	-	-	0
ĩ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
ĩː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
õ̞	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	-	+	0	-	-	+	-	-	-	0	0	-	-	0
õ̞ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	-	+	0	-	-	+	-	-	-	0	0	-	-	0
ũ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	0	-	-	0
əː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	0	-	-	0
bː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
dz	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
dzː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
dː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
d̤	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
mː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
nː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
tsː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
tː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɡː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ɭ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɭː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɾ	consonant	-	-	-	-	+	+	+	0	+	+	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
β̞	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
β̞ː	consonant	-	-	-	+	-	+	+	0	+	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɑ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	-	-	+	-	-	-	0	0	-	-	0
ɒː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	+	-	+	0	-	-	+	-	-	-	0	0	-	-	0
ɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
ɛː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
ɪː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
ʊː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
ɽ	consonant	-	-	-	-	+	+	+	0	+	+	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ŋː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ˀb	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	+,-	-	-	-	-	-
ˀd	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+,-	-	-	-	-	-
ˀd̠ʒ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	+,-	-	-	-	-	-
ˀɖ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	-	+,-	-	-	-	-	-
ˀɡ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	+,-	-	-	-	-	-
ɲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
õ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ɛ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
ɪ̯	vowel	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
ʊ̯	vowel	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
l̥	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
mb	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
m̥	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
nd	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
n̠d̠ʒ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
n̥	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
r̥	consonant	-	-	-	-	+	+	+	0	+	-	+	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ŋɡ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ŋ̥	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
ɲ̥	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
ʍ	consonant	-	-	-	-	-	-	+	+	-	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	-	-	+	-	-	-	-	-	-
ˀl	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+,-	-	-	-	-	-
ˀm	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	+,-	-	-	-	-	-
ˀn	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+,-	-	-	-	-	-
ˀr	consonant	-	-	-	-	+	+	+	0	+	-	+	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+,-	-	-	-	-	-
ˀw	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+,-	-	-	-	-	-
ˀŋ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	+,-	-	-	-	-	-
ˀɲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	+,-	-	-	-	-	-
a̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	+	0	0	-	-	0
ḛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0
ḭ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0
o̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0
ṵ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0
ɔ̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	+	0	0	-	-	0
ɛ̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	+	0	0	-	-	0
ɓ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	+	-
ɗ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	+	-
ʋ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
a̟̙ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	0	-	0	+	-	+	-	-	-	0	0	-	-	0
ei̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	+	-	+	-,+	-	+	-	-	-	0	0	-	-	0
e̘ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	+	+	-	-	-	0	0	-	-	0
ou̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	-	+	+	-,+	-	+	-	-	-	0	0	-	-	0
o̘ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	+	+	-	-	-	0	0	-	-	0
ɒ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	+	-	+	0	-	-	+	-	-	-	0	0	-	-	0
ɔ̘ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	+	+	-	-	-	0	0	-	-	0
əɨ̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	-	-	-,+	-,+	-	+	-	-	-	0	0	-	-	0
ə̘ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	+	+	-	-	-	0	0	-	-	0
ɛ̘ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	+	+	-	-	-	0	0	-	-	0
ɪ̈	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	0	-	-	-	-	+	-	-	-	0	0	-	-	0
c	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
ɣ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ɐ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	0	-	-	0
ɯ̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	0	-	-	+	-	-	-	0	0	-	-	0
ʌ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
ʌ̯	vowel	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
cç	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
cçʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-
w˞	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	+	+	+	+	+	+	-	-	+	+	-	-	+	-	-	-	-	-	-	-	-
ç	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
ɥ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	-	-	-	-	-
ɰ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	-	-	-	-	-
ʐ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
a˞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	+	+	+	-	+	-	-	0	-	-	+	-	-	-	0	0	-	-	0
a̟˞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	+	+	+	-	+	0	-	0	-	-	+	-	-	-	0	0	-	-	0
u˞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	+	+	+	+	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ɑ̃˞	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	+	+	+	+	+	-	+	-	+	0	-	-	+	-	-	-	0	0	-	-	0
ə˞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	+	+	+	-	-	-	-	-	-	-	+	-	-	-	0	0	-	-	0
ə̃˞	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	+	+	+	+	+	-	-	-	-	-	-	-	+	-	-	-	0	0	-	-	0
ɤ˞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	+	+	+	-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
b̤̥	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
d̤̥	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
m̩	consonant	-	+	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
tz̤̥	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-	-,+	-	0	0	0	0	0	-	-	-	-	-,+	-	-	-	-	-	-
z̞̩	consonant	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ŋ̩	consonant	-	+	-	-	+	+	-	0	-	-	-	+	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ɡ̤̥	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-
ɻ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
æ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	0	-	-	0
ə̟	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	0	-	-	-	-	+	-	-	-	0	0	-	-	0
k̟ʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-
ŋɡ̟	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	-	0	0	0	+	+	-	-,+	-	0	-	-	+	-	-	-	-	-	-	-	-
kʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
cʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-
j̥	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	-	-	-	-	-	-	-	-	-
n̩	consonant	-	+	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɟ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
l̪	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
i̥	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	-	-	-	-	0	0	-	-	0
u̥	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	-	-	-	-	0	0	-	-	0
sʰ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
ð	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
θ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
eĩ	vowel	-	+	-	-	-	+	+	0	+	-	-	-,+	-	-	0	0	-	0	0	0	+	-,+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
oũ	vowel	-	+	-	-	-	+	+	0	+	-	-	-,+	-	+	+	-	-	0	0	0	+	-,+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ɪ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
ʊ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
ɘ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	+	-	-	+	-	-	-	0	0	-	-	0
mˀ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
nˀ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
ŋˀ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	+	-	-	-	-	-
ɾˀ	consonant	-	-	-	-	+	+	+	0	+	+	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
ʉ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	-	+	-	-	+	-	-	-	0	0	-	-	0
ɹ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
kʲʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	+	-	-	-	-	-	-
ŋʲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	-	0	0	0	+	+	-	-,+	-	0	-	-	+	-	-	-	-	-	-	-	-
ŋʷ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ŋ̥ʲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	-	-	-	-	-	-	-
ɬ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
